"","neighborhood","building_class_category","tax_class_at_present","building_class_at_present","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date","latitude","longitude"
"1","ALPHABET CITY","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,2116,4400,1900,"1","A4",399000,2022-09-29,40.72167,-73.97831
"2","ALPHABET CITY","02 TWO FAMILY DWELLINGS","1","S2",2,1,3,1502,2790,1901,"1","S2",2999999,2022-09-15,40.72421,-73.97849
"3","ALPHABET CITY","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,882,2160,2003,"1","B1",3025000,2021-12-16,40.72409,-73.97843
"4","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C1",10,0,10,2204,8625,1899,"2","C1",16800000,2022-08-04,40.72175,-73.97934
"5","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C1",10,0,10,2204,8625,1900,"2","C1",16800000,2022-08-04,40.72163,-73.97923
"6","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C4",20,0,20,2302,9750,1900,"2","C4",158822,2022-09-27,40.72322,-73.97823
"7","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C7",7,1,8,4337,14347,1920,"2","C7",1635000,2022-08-05,40.72507,-73.97612
"8","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2271,6985,1900,"2","C4",5250000,2022-06-16,40.72397,-73.98003
"9","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2248,6985,1910,"2","C4",5650000,2022-03-30,40.72402,-73.98018
"10","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C1",29,0,29,3900,18099,1900,"2","C1",235251,2022-06-22,40.72468,-73.97986
"11","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C7",10,1,11,1600,5320,1910,"2","C7",10,2022-01-13,40.72485,-73.98024
"12","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C7",25,5,30,3839,18836,1900,"2","C7",11600000,2022-01-31,40.72546,-73.97805
"13","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,2,10,1920,7485,1920,"2","C7",21919,2022-05-04,40.72618,-73.97761
"14","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C4",20,0,20,2778,10740,1920,"2","C4",11800000,2022-06-09,40.72842,-73.97651
"15","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C4",20,0,20,2831,10900,1920,"2","C4",11800000,2022-06-09,40.72851,-73.97633
"16","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C4",8,0,8,1859,5340,1900,"2","C4",4500000,2021-11-22,40.72416,-73.9832
"17","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2","C4",14,0,14,2271,6794,1900,"2","C4",2.2e+07,2022-08-23,40.72532,-73.98211
"18","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C4",9,1,10,1817,6162,1900,"2","C4",11500000,2021-12-10,40.72527,-73.98204
"19","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C4",9,0,9,1817,6150,1900,"2","C4",11500000,2021-12-10,40.72522,-73.982
"20","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2271,7229,1900,"2","C4",999000,2022-02-18,40.72512,-73.98275
"21","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2272,7295,1920,"2","C4",8700000,2022-01-25,40.72514,-73.98284
"22","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2A","C2",5,0,5,1520,3779,1900,"2","C2",4185000,2021-12-16,40.72812,-73.98152
"23","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2A","C4",4,1,5,1810,4280,1930,"2","C4",8430003,2022-06-24,40.72793,-73.97936
"24","ALPHABET CITY","07 RENTALS - WALKUP APARTMENTS","2B","C4",8,2,10,2715,7340,1930,"2","C4",8430003,2022-06-24,40.72786,-73.97941
"25","ALPHABET CITY","08 RENTALS - ELEVATOR APARTMENTS","2B","D7",8,1,9,2212,9660,1900,"2","D7",6500000,2021-11-10,40.72254,-73.98228
"26","ALPHABET CITY","08 RENTALS - ELEVATOR APARTMENTS","2","D7",42,3,45,6412,28620,1910,"2","D7",2e+07,2021-12-31,40.72678,-73.97708
"27","ALPHABET CITY","08 RENTALS - ELEVATOR APARTMENTS","2","D6",76,8,84,19266,79956,1940,"2","D6",6.4e+07,2022-09-12,40.72444,-73.98434
"28","ALPHABET CITY","08 RENTALS - ELEVATOR APARTMENTS","2","D3",32,1,33,6815,20382,1915,"2","D3",2.2e+07,2022-08-23,40.7253,-73.98231
"29","ALPHABET CITY","14 RENTALS - 4-10 UNIT","2B","S9",6,2,8,3782,14104,1920,"2","S9",4100000,2022-10-06,40.72513,-73.97633
"30","ALPHABET CITY","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1672,4708,1960,"2","S3",1259063,2022-08-24,40.72328,-73.98522
"31","ALPHABET CITY","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1995,4032,1900,"2","S3",6541562,2022-06-24,40.72907,-73.97848
"32","CHELSEA","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1562,4150,1901,"1","A4",11100000,2022-06-17,40.74699,-74.00407
"33","CHELSEA","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,2057,3360,1910,"1","A4",10600000,2021-11-12,40.74819,-74.00283
"34","CHELSEA","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,2316,5579,1900,"1","A4",22500000,2021-11-08,40.74392,-74.00144
"35","CHELSEA","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,993,4500,1910,"1","A4",6995000,2022-07-28,40.7412,-73.99967
"36","CHELSEA","01 ONE FAMILY DWELLINGS","1","S1",1,1,2,2300,4298,1901,"1","S1",4400000,2022-04-08,40.74267,-73.99832
"37","CHELSEA","01 ONE FAMILY DWELLINGS","1","A9",1,0,1,2002,7805,1920,"1","A9",6501010,2022-09-26,40.74278,-73.99777
"38","CHELSEA","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,937,2607,1900,"1","A4",5300000,2022-03-31,40.74634,-73.99721
"39","CHELSEA","01 ONE FAMILY DWELLINGS","1","S1",1,1,2,3956,7912,1901,"1","S1",9400000,2022-03-30,40.74024,-73.99647
"40","CHELSEA","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,1821,3230,1910,"1","B9",5300000,2022-04-28,40.74613,-74.00286
"41","CHELSEA","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,2494,7635,1926,"1","B9",12500000,2021-11-30,40.74558,-73.99968
"42","CHELSEA","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1925,2666,1900,"1","C0",3975000,2022-03-10,40.74853,-74.00252
"43","CHELSEA","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1397,3168,1920,"1","C0",3550000,2021-12-14,40.74377,-74.00206
"44","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2B","C1",8,0,8,1481,3500,1900,"2","C1",3350000,2022-04-25,40.74619,-74.00221
"45","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2","C7",44,6,50,8460,38802,1910,"2","C7",38159055,2022-07-11,40.74495,-73.99918
"46","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2","C7",21,1,22,2509,9645,1901,"2","C7",5700000,2022-06-09,40.74014,-74.0007
"47","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2","C7",22,3,25,4549,14220,1915,"2","C7",9800000,2022-02-24,40.7415,-73.99937
"48","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2","C4",15,0,15,2434,7612,1901,"2","C4",5797550,2022-07-11,40.74293,-73.99827
"49","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2","C1",47,0,47,4950,11864,1920,"2","C1",10200000,2022-02-24,40.74286,-73.99726
"50","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D7",18,2,20,2370,13860,1920,"2","D7",1100000,2022-02-01,40.74753,-74.00411
"51","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D7",18,2,20,2370,13860,1920,"2","D7",990000,2021-11-22,40.74753,-74.00411
"52","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D9",33,22,55,108625,975170,1934,"2","D9",1970000,2021-12-21,40.74736,-74.00287
"53","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D7",35,5,40,5260,25924,1930,"2","D7",25893395,2022-07-11,40.74406,-73.99988
"54","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D1",35,0,35,4938,20496,1938,"2","D1",14500000,2021-12-31,40.74457,-74.00015
"55","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D9",163,7,170,30975,195442,1974,"2","D9",787500,2022-04-26,40.73846,-73.99678
"56","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D9",204,10,214,18414,212134,1987,"2","D9",2.45e+08,2022-06-27,40.74457,-73.99493
"57","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D6",23,1,24,2925,12609,1901,"2","D6",9900000,2022-03-03,40.74448,-73.99368
"58","CHELSEA","14 RENTALS - 4-10 UNIT","2A","S9",2,2,4,1579,3610,1920,"2","S9",4100000,2022-09-21,40.74217,-74.0001
"59","CHELSEA","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1679,4450,1920,"2","S3",4800000,2022-10-27,40.74307,-73.99869
"60","CHELSEA","14 RENTALS - 4-10 UNIT","2B","S5",6,1,7,1677,6272,1920,"2","S5",10800000,2022-08-04,40.74343,-73.99268
"61","CHELSEA","21 OFFICE BUILDINGS","4","O3",0,23,23,9200,111329,1930,"4","O3",3.2e+07,2022-04-29,40.74658,-74.00679
"62","CHELSEA","21 OFFICE BUILDINGS","4","O6",0,13,13,9200,83240,1910,"4","O6",23333334,2022-04-29,40.74621,-74.00623
"63","CHELSEA","21 OFFICE BUILDINGS","4","O6",0,77,77,10775,167210,1912,"4","O6",1.7e+08,2021-12-03,40.74129,-73.99907
"64","CHELSEA","21 OFFICE BUILDINGS","4","O5",0,1,1,3828,8342,1910,"4","O5",5226000,2022-04-18,40.74268,-73.99944
"65","CHELSEA","21 OFFICE BUILDINGS","4","O6",0,2,2,5296,42380,1924,"4","O6",7e+06,2022-03-15,40.74026,-73.99815
"66","CHELSEA","21 OFFICE BUILDINGS","4","O6",0,15,15,4937,55923,1910,"4","O6",3900000,2021-11-16,40.74425,-73.99451
"67","CHELSEA","22 STORE BUILDINGS","4","K2",0,2,2,700,2084,1930,"4","K2",2165000,2022-09-30,40.74749,-73.99631
"68","CHELSEA","22 STORE BUILDINGS","4","K4",0,6,6,2581,6675,1920,"4","K4",4300000,2022-06-08,40.73834,-73.99836
"69","CHELSEA","22 STORE BUILDINGS","4","K9",0,4,4,1635,6444,1920,"4","K9",10250000,2022-08-25,40.74355,-73.99261
"70","CHELSEA","25 LUXURY HOTELS","4","H2",0,1,1,6476,64764,2006,"4","H2",80300006,2022-06-15,40.74526,-73.99235
"71","CHELSEA","26 OTHER HOTELS","4","H3",0,1,1,2469,7315,1900,"4","H3",9e+06,2022-05-03,40.74491,-73.99997
"72","CHELSEA","30 WAREHOUSES","4","E1",0,1,1,9200,94622,1913,"4","E1",21333332,2022-04-29,40.74648,-74.00654
"73","CHELSEA","30 WAREHOUSES","4","E7",0,2,2,13800,124385,1928,"4","E7",95200000,2021-12-16,40.74659,-74.0061
"74","CHELSEA","30 WAREHOUSES","4","E7",0,2,2,12261,91591,1921,"4","E7",63500000,2021-12-16,40.74727,-74.00659
"75","CHELSEA","30 WAREHOUSES","4","E7",0,1,1,14318,141934,1931,"4","E7",132100000,2021-12-16,40.74793,-74.00563
"76","CHELSEA","30 WAREHOUSES","4","E7",0,1,1,27950,213330,1913,"4","E7",2.34e+08,2021-12-16,40.75257,-74.00353
"77","CHELSEA","33 EDUCATIONAL FACILITIES","4","W9",1,1,2,1760,3820,1880,"4","W9",4e+06,2021-12-29,40.74575,-73.99701
"78","CHINATOWN","07 RENTALS - WALKUP APARTMENTS","2","C7",24,1,25,5060,27528,1880,"2","C7",7400000,2022-04-29,40.71686,-73.99945
"79","CHINATOWN","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,2,10,1710,7929,1910,"2","C7",7466783,2022-09-07,40.71385,-73.99552
"80","CHINATOWN","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,1,9,1949,8784,1910,"2","C7",7466783,2022-09-07,40.71384,-73.99543
"81","CHINATOWN","07 RENTALS - WALKUP APARTMENTS","2","C7",9,3,12,1889,7625,1900,"2","C7",4080000,2022-07-18,40.71398,-73.99349
"82","CHINATOWN","07 RENTALS - WALKUP APARTMENTS","2","C7",10,1,11,2013,7270,1910,"2","C7",3150000,2022-03-15,40.71469,-73.99312
"83","CHINATOWN","07 RENTALS - WALKUP APARTMENTS","2","C7",11,1,12,2188,10612,1910,"2","C7",5200000,2022-02-09,40.71594,-73.99286
"84","CHINATOWN","07 RENTALS - WALKUP APARTMENTS","2","C7",17,3,20,2125,10236,1913,"2","C7",4800000,2022-03-03,40.71662,-73.99292
"85","CHINATOWN","14 RENTALS - 4-10 UNIT","2B","S9",5,2,7,1470,5250,1920,"2","S9",4400000,2022-07-06,40.71915,-73.99853
"86","CHINATOWN","21 OFFICE BUILDINGS","4","O9",4,1,5,2825,9350,1915,"4","O9",20500000,2021-12-27,40.71768,-74.00186
"87","CHINATOWN","21 OFFICE BUILDINGS","4","O6",0,5,5,4695,20475,1920,"4","O6",1.6e+07,2022-02-17,40.71891,-74.00176
"88","CHINATOWN","21 OFFICE BUILDINGS","4","O5",0,1,1,2250,9433,1900,"4","O5",5100000,2022-09-15,40.71814,-73.9958
"89","CHINATOWN","21 OFFICE BUILDINGS","4","O5",0,3,3,2577,9249,1900,"4","O5",5150000,2022-09-07,40.71806,-73.99469
"90","CHINATOWN","22 STORE BUILDINGS","4","K4",0,2,2,4161,10550,1913,"4","K4",3900000,2022-05-20,40.7139,-73.99836
"91","CHINATOWN","22 STORE BUILDINGS","4","K4",0,6,6,3559,14192,1915,"4","K4",7050000,2022-05-09,40.71648,-73.99827
"92","CHINATOWN","22 STORE BUILDINGS","4","K2",0,3,3,2239,3872,1900,"4","K2",3800000,2021-12-15,40.71568,-73.99247
"93","CHINATOWN","22 STORE BUILDINGS","4","K4",0,2,2,2587,11565,1920,"4","K4",6800000,2022-08-11,40.71737,-73.99506
"94","CHINATOWN","30 WAREHOUSES","4","E2",0,8,8,4341,10500,1915,"4","E2",20500000,2021-12-27,40.71758,-74.00179
"95","CLINTON","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,1674,2500,1920,"1","B9",3165000,2022-03-31,40.7641,-73.98988
"96","CLINTON","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,1674,3700,1920,"1","B9",3665000,2022-03-31,40.76408,-73.98995
"97","CLINTON","07 RENTALS - WALKUP APARTMENTS","2","C7",11,1,12,2510,7200,1910,"2","C7",5e+06,2022-03-17,40.76125,-73.99189
"98","CLINTON","07 RENTALS - WALKUP APARTMENTS","2","C4",22,0,22,4854,14550,1920,"2","C4",4900000,2022-05-17,40.76187,-73.99233
"99","CLINTON","07 RENTALS - WALKUP APARTMENTS","2","C4",21,0,21,2644,9390,1910,"2","C4",12988352,2022-03-30,40.76176,-73.99226
"100","CLINTON","07 RENTALS - WALKUP APARTMENTS","2","C4",20,0,20,2644,9390,1910,"2","C4",7e+06,2022-07-18,40.76178,-73.99212
"101","CLINTON","07 RENTALS - WALKUP APARTMENTS","2","C7",24,2,26,4383,17767,1930,"2","C7",16300000,2022-06-21,40.76243,-73.99074
"102","CLINTON","07 RENTALS - WALKUP APARTMENTS","2","C1",11,0,11,1849,6135,1930,"2","C1",3530000,2022-08-11,40.76341,-73.99214
"103","CLINTON","07 RENTALS - WALKUP APARTMENTS","2","C7",12,1,13,3711,10410,1901,"2","C7",1e+07,2022-05-10,40.76333,-73.98946
"104","CLINTON","07 RENTALS - WALKUP APARTMENTS","2A","C4",4,0,4,1212,4800,1900,"2","C4",1e+07,2022-05-10,40.76328,-73.9895
"105","CLINTON","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,2510,5140,1910,"2","C3",4800000,2022-09-13,40.76439,-73.9896
"106","CLINTON","07 RENTALS - WALKUP APARTMENTS","2A","C2",5,0,5,2007,3048,1920,"2","C2",3425000,2022-07-12,40.76502,-73.99018
"107","CLINTON","07 RENTALS - WALKUP APARTMENTS","2","C7",18,2,20,2452,9915,1901,"2","C7",7050000,2022-07-07,40.76635,-73.98711
"108","CLINTON","07 RENTALS - WALKUP APARTMENTS","2","C4",40,0,40,7575,26500,1920,"2","C4",1.9e+07,2022-05-13,40.76758,-73.98751
"109","CLINTON","07 RENTALS - WALKUP APARTMENTS","2","C4",20,0,20,2510,9790,1901,"2","C4",4550000,2022-09-20,40.76398,-73.99349
"110","CLINTON","07 RENTALS - WALKUP APARTMENTS","2","C1",66,0,66,7531,30618,1910,"2","C1",9500000,2022-09-20,40.76497,-73.99415
"111","CLINTON","08 RENTALS - ELEVATOR APARTMENTS","2","D8",417,3,420,20994,411430,2003,"2","D8",153287782,2021-12-22,40.75929,-73.9963
"112","CLINTON","14 RENTALS - 4-10 UNIT","2A","S9",2,2,4,2510,8415,1920,"2","S9",1e+07,2022-05-10,40.7636,-73.98948
"113","CLINTON","14 RENTALS - 4-10 UNIT","2B","S9",6,2,8,1881,6401,1910,"2","S9",8500000,2022-04-28,40.76618,-73.9873
"114","CLINTON","14 RENTALS - 4-10 UNIT","2B","S9",5,3,8,1881,6024,1910,"2","S9",8500000,2022-04-28,40.76624,-73.98727
"115","CLINTON","21 OFFICE BUILDINGS","4","O9",0,1,1,7531,21600,1910,"4","O9",1.5e+07,2022-05-03,40.76741,-73.98902
"116","CLINTON","21 OFFICE BUILDINGS","4","O5",0,2,2,4775,19100,1920,"4","O5",12750000,2022-10-06,40.76392,-73.99701
"117","CLINTON","21 OFFICE BUILDINGS","4","O2",0,2,2,10042,18417,1940,"4","O2",9.5e+07,2022-02-22,40.76644,-73.99535
"118","CLINTON","21 OFFICE BUILDINGS","4","O2",0,10,10,17573,103788,1940,"4","O2",9.5e+07,2022-02-22,40.76634,-73.99486
"119","CLINTON","29 COMMERCIAL GARAGES","4","G9",0,2,2,2499,3450,1920,"4","G9",4500000,2022-09-19,40.76316,-73.99728
"120","CLINTON","29 COMMERCIAL GARAGES","4","G1",0,1,1,2550,2500,1961,"4","G1",12750000,2022-10-06,40.76396,-73.99721
"121","CLINTON","30 WAREHOUSES","4","E7",0,1,1,20586,156856,1920,"4","E7",149300000,2021-12-16,40.76153,-73.99701
"122","CLINTON","30 WAREHOUSES","4","E7",0,1,1,34025,211175,1950,"4","E7",227100000,2021-12-16,40.76328,-73.99877
"123","CLINTON","30 WAREHOUSES","4","E1",0,1,1,2642,2625,1952,"4","E1",1287813,2021-11-09,40.76411,-73.99689
"124","CLINTON","32 HOSPITAL AND HEALTH FACILITIES","4","I5",0,1,1,15939,98830,1985,"4","I5",79018030,2021-11-12,40.75865,-73.99584
"125","CLINTON","33 EDUCATIONAL FACILITIES","4","W2",0,1,1,12552,30210,1910,"4","W2",2.5e+07,2021-12-28,40.76809,-73.9916
"126","CLINTON","35 INDOOR PUBLIC AND CULTURAL FACILITIES","4","P9",0,1,1,2510,4920,1929,"4","P9",4600000,2022-09-14,40.76473,-73.99634
"127","EAST VILLAGE","02 TWO FAMILY DWELLINGS","1","S2",2,1,3,1953,4872,1899,"1","S2",10,2022-01-13,40.7264,-73.98565
"128","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",16,2,18,2275,9750,1920,"2","C7",6e+06,2022-05-17,40.72333,-73.98808
"129","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C1",12,0,12,2271,8870,1900,"2","C1",4400000,2022-06-09,40.72644,-73.98491
"130","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",33,4,37,4613,19464,1900,"2","C7",12250000,2022-02-03,40.72796,-73.98308
"131","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",15,2,17,2305,7240,1920,"2","C7",5400000,2022-06-24,40.72769,-73.98312
"132","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C1",22,0,22,2306,9410,1920,"2","C1",6950000,2021-12-13,40.72799,-73.98385
"133","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",10,2,12,2306,7535,1890,"2","C7",4925000,2022-05-17,40.72803,-73.98413
"134","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",13,1,14,2225,8495,1900,"2","C7",4e+06,2022-03-21,40.72894,-73.98396
"135","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",16,3,19,2225,9913,1900,"2","C7",8e+06,2022-03-21,40.72919,-73.98386
"136","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",20,2,22,2959,11300,1912,"2","C7",6485000,2022-08-26,40.73034,-73.98298
"137","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",10,2,12,2200,6855,1900,"2","C7",3625000,2022-05-19,40.72384,-73.99028
"138","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C4",24,0,24,2403,11046,1900,"2","C4",19050000,2022-06-28,40.72517,-73.98837
"139","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C4",24,0,24,2403,11025,1900,"2","C4",19050000,2022-06-28,40.72528,-73.9884
"140","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",22,3,25,4119,16448,1920,"2","C7",8400000,2021-11-19,40.72637,-73.98858
"141","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C1",34,0,34,4119,18444,1920,"2","C1",12400000,2021-11-19,40.72633,-73.98845
"142","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2B","C1",9,0,9,2424,12125,1900,"2","C1",10758442,2022-06-24,40.72661,-73.9872
"143","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",24,7,31,4695,18570,1900,"2","C7",18500000,2022-08-10,40.72787,-73.98547
"144","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2348,9540,1900,"2","C4",5400000,2022-06-09,40.7281,-73.98602
"145","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2B","C4",10,0,10,2348,7990,1900,"2","C4",6140000,2021-11-12,40.72849,-73.9868
"146","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",14,2,16,2305,6285,1900,"2","C7",9200000,2022-06-24,40.72859,-73.98537
"147","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,1,9,2325,10212,1900,"2","C7",25500000,2022-08-10,40.72906,-73.98459
"148","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",33,2,35,6180,24747,1920,"2","C7",15300000,2021-11-19,40.73112,-73.98551
"149","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C4",14,0,14,2925,10730,1910,"2","C4",24250000,2022-01-25,40.73119,-73.98377
"150","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C4",15,0,15,2925,10730,1910,"2","C4",24250000,2022-01-25,40.73119,-73.98374
"151","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C4",15,0,15,2925,10730,1910,"2","C4",24250000,2022-01-25,40.73114,-73.98393
"152","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1602,6420,1900,"2","C3",5800000,2021-11-19,40.7256,-73.99149
"153","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C7",36,5,41,4850,20182,1900,"2","C7",15400000,2021-11-19,40.72789,-73.99028
"154","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2","C1",14,0,14,2425,9190,1900,"2","C1",2600000,2022-05-17,40.72746,-73.99023
"155","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2A","C4",5,0,5,1127,4990,1900,"2","C4",6990000,2022-09-01,40.73028,-73.98841
"156","EAST VILLAGE","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,794,3244,1900,"2","C3",1800000,2022-07-27,40.72986,-73.98753
"157","EAST VILLAGE","08 RENTALS - ELEVATOR APARTMENTS","2","D3",48,0,48,8904,25610,1920,"2","D3",2.3e+07,2021-12-31,40.72726,-73.98406
"158","EAST VILLAGE","08 RENTALS - ELEVATOR APARTMENTS","2","D1",89,0,89,32159,101800,1940,"2","D1",57800000,2022-08-18,40.7305,-73.98534
"159","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","S5",5,1,6,1488,5535,1900,"2","S5",5200000,2022-10-06,40.72658,-73.98569
"160","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,2271,6288,1920,"2","S4",1350000,2022-01-20,40.72598,-73.98472
"161","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,2433,5840,1900,"2","S3",4770311,2022-06-24,40.72644,-73.98358
"162","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,2442,5450,1900,"2","S4",7770311,2022-06-24,40.72636,-73.98358
"163","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,2225,6697,1930,"2","S4",7e+06,2022-01-13,40.72884,-73.98409
"164","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","S9",4,2,6,2399,4956,1920,"2","S9",7500000,2022-07-19,40.72647,-73.98887
"165","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1000,3680,1900,"2","S3",4300000,2021-12-15,40.76072,-73.96138
"166","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1000,3280,1900,"2","S3",4483060,2022-06-24,40.72723,-73.98587
"167","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2B","S5",6,1,7,2316,10212,1900,"2","S5",25500000,2022-08-10,40.72909,-73.9845
"168","EAST VILLAGE","14 RENTALS - 4-10 UNIT","2B","S9",4,5,9,2692,7800,1920,"2","S9",25500000,2022-08-10,40.72913,-73.98471
"169","EAST VILLAGE","22 STORE BUILDINGS","4","K4",2,1,3,1770,8850,1900,"4","K4",11500000,2021-12-27,40.72572,-73.99168
"170","EAST VILLAGE","30 WAREHOUSES","4","E7",0,1,1,5000,52497,1923,"4","E7",7.3e+07,2021-12-16,40.7245,-73.99021
"171","FASHION","08 RENTALS - ELEVATOR APARTMENTS","2","D5",11,1,12,2271,30360,1927,"2","D5",9e+06,2022-03-11,40.74867,-73.99336
"172","FASHION","21 OFFICE BUILDINGS","4","O6",0,16,16,8488,28080,1928,"4","O6",2200000,2021-12-13,40.75643,-73.99326
"173","FASHION","21 OFFICE BUILDINGS","4","O6",0,16,16,8488,28080,1928,"4","O6",1800000,2022-06-16,40.75643,-73.99326
"174","FASHION","21 OFFICE BUILDINGS","4","O5",0,2,2,3530,21180,1920,"4","O5",15450000,2022-05-25,40.75355,-73.99019
"175","FASHION","21 OFFICE BUILDINGS","4","O6",0,4,4,6962,82454,1910,"4","O6",1425000,2021-11-09,40.74735,-73.99216
"176","FASHION","21 OFFICE BUILDINGS","4","O6",0,29,29,5077,59870,1900,"4","O6",4625000,2022-05-19,40.74511,-73.98722
"177","FASHION","21 OFFICE BUILDINGS","4","O6",0,22,22,5759,60133,1912,"4","O6",4750000,2022-07-28,40.74733,-73.98728
